Quarter ending,Amazon Prime Video,Apple TV+,Disney+,Foxtel Now,Netflix,Stan,Binge,Hulu
Growth Rate 2020-2021,67.38%,26.66%,61.67%,-4.23%,1.98%,6.90%,567.94%,51.26%
